baseMean.st10	log2FoldChange.st10	lfcSE.st10	stat.st10	pvalue.st10	padj.st10	baseMean.st15	log2FoldChange.st15	lfcSE.st15	stat.st15	pvalue.st15	padj.st15
mcoln1	1431.60513942962	0.52884832279111	0.15955983271272	3.31442013820155	0.000918334085636778	0.0516771635462878	1431.60513942962	0.817989592798095	0.157040591715306	5.20877808637529	1.90088294078322e-07	5.36185989873178e-06
micu1	274.820651099395	1.11811694049993	0.209136416056015	5.34635221156538	8.97444934822849e-08	4.69725666128693e-05	274.820651099395	0.499622174111374	0.192355751396936	2.59738619970025	0.00939362412707489	0.0445357921591028
mov10l1	379.705811311695	-0.728743840655696	0.2296358621993	-3.17347575276906	0.00150625482559435	0.0739977569081668	379.705811311695	-1.68910600719477	0.310344230993165	-5.44268537484743	5.24832973184508e-08	1.69757442049658e-06
ndor1	202.831210522936	0.81225428294569	0.210207590827971	3.8640578094557	0.000111518810632163	0.0117000243697134	202.831210522936	0.596951346710885	0.254127385654833	2.34902407378358	0.0188226897927204	0.0751132318901449
ndufab1	961.41076000594	-0.815573067805215	0.25692650784901	-3.17434380217595	0.00150175694670431	0.0739977569081668	961.41076000594	-0.911762621194215	0.239426903483575	-3.80810430209971	0.000140036208995079	0.00156478718902067
ngfr	7088.79827373811	0.700393444998661	0.152444517488831	4.59441544068631	4.33964054535535e-06	0.000930245168992822	7088.79827373811	-0.537856999509951	0.1406755502361	-3.82338649898472	0.000131631199123381	0.00148786023269064
nin	874.330416389261	-0.769027169316537	0.211355273970586	-3.63855206860635	0.000274175199852084	0.0216196749947057	874.330416389261	-0.486780088392215	0.208295060330471	-2.33697375069726	0.0194405489993902	0.0769122553918254
nr2e1	59.3746731600235	1.79254286222621	0.515423241132842	3.47780759417523	0.000505532656566092	0.0344829848725373	59.3746731600235	1.09296009654079	0.319518757575836	3.42064454942487	0.000624729259968426	0.00535311251494565
nup35	3222.0938674356	-0.812501996407096	0.219436581106118	-3.70267342077379	0.000213339433022173	0.0180900149370856	3222.0938674356	-0.744656196872631	0.207288004903242	-3.59237476003603	0.00032767814914783	0.00315485942491345
pcolce2	485.630305212503	0.932477398846636	0.281159785191411	3.3165390214387	0.00091139858980332	0.0516236932603758	485.630305212503	-0.671721716414879	0.179802689150928	-3.73588248088453	0.000187058018458091	0.00198939760799009
pcyox1	583.088772428575	0.574512902513948	0.14384267065842	3.99403667829716	6.49578083408709e-05	0.00833366059244185	583.088772428575	-0.696034722038443	0.154604035353421	-4.5020475723504	6.73019119516371e-06	0.000122370665691391
poll	329.144209599875	-0.655101636748499	0.198053850107664	-3.30769453051471	0.000940673546322393	0.0524573806462668	329.144209599875	-0.759371765053067	0.178085202891775	-4.26409242723297	2.00716353048839e-05	0.000306856885447224
polrmt	416.205654601018	0.647662600681617	0.194126093672339	3.3362985285986	0.000849019415413061	0.0498145040891645	416.205654601018	0.956612604682254	0.17823208185626	5.36723015699126	7.99550010687696e-08	2.44950203861367e-06
pqlc3	162.510250324279	0.771205250859435	0.20640959960793	3.73628577510116	0.000186758412520427	0.0162821770915696	162.510250324279	-0.695216680437175	0.204278032816244	-3.40328654458185	0.000665804144113356	0.0056310987985384
prmt3	376.52954541252	1.23838387457727	0.267697199321007	4.62606212436416	3.72683554947726e-06	0.000887273540433241	376.52954541252	1.44028139104785	0.253139423494355	5.68967634976054	1.27280381914978e-08	4.80138404549153e-07
prpsap1	214.697672906436	1.09095527781204	0.355355449675469	3.0700395303023	0.00214030440528807	0.0932991849910786	214.697672906436	0.63307917302526	0.267072103151779	2.37044290869075	0.0177667875955757	0.0718891340937547
ptma	13841.5795831557	0.620102663307244	0.154463098049725	4.01456834115563	5.95546864776333e-05	0.00781791425029432	13841.5795831557	0.377983716582096	0.144246825743989	2.62039538570468	0.00878278725036461	0.0423581436859082
rab4b	343.171814970356	0.751613454418475	0.188241926927569	3.99280578288851	6.5296048260651e-05	0.00833366059244185	343.171814970356	0.40035344369027	0.177500037689825	2.2555118798897	0.0241012174491951	0.0905893299320887
rad51ap1	535.426331074804	-0.642928445587171	0.172279722226182	-3.73188694107066	0.000190050801417099	0.0163962307347945	535.426331074804	-0.414007545598747	0.160399272900699	-2.58110612418457	0.00984843018134447	0.0462161794031618
rasl11a	70.0448641334994	-2.55320745405053	0.799681958324455	-3.19277861338797	0.00140910934349812	0.0712031578469663	70.0448641334994	-2.63196125003823	0.353574819484214	-7.44385941814994	9.77855602989771e-14	1.18669220657402e-11
rbm23	267.894368741314	1.22990133903563	0.270272774383983	4.55059279218512	5.34949888529144e-06	0.00110377993666513	267.894368741314	2.99775733755092	0.281434486311675	10.6517057551755	1.71198884058768e-26	1.34005926497e-23
rfc2	434.484771619101	0.856507732407343	0.278618799660423	3.07412038760932	0.00211124217988922	0.0926850290320163	434.484771619101	0.895599127935714	0.266249736398442	3.36375592348175	0.000768895102870787	0.0063352909660222
rhou	1137.66873210635	0.638304918580019	0.150522294860076	4.24060049824102	2.22922596305164e-05	0.0037805229345999	1137.66873210635	-0.5361358905177	0.140521999306205	-3.81531641426073	0.000136008542489778	0.00152960756657865
rpn2	1789.19444400656	3.69537014781104	0.164089621741044	22.5204379692144	2.61768555138328e-112	3.2406947126125e-108	1789.19444400656	0.965492259969974	0.136247856596177	7.08629320189292	1.3775180568745e-12	1.26853206943355e-10
rrm2.2	9204.97451935249	-1.02896365563162	0.285455477955824	-3.60463797366978	0.000312588352702596	0.0240362969345226	9204.97451935249	-1.12789525197216	0.267327711502506	-4.21914827173308	2.45226967428889e-05	0.0003663194823568
rufy3	517.742230193307	0.783684645733556	0.252409297594745	3.10481687165027	0.00190396865781818	0.0872575389449167	517.742230193307	0.751739815813048	0.236554817920794	3.17786728006848	0.00148362647644609	0.0105765812790362
sdad1	943.355569349831	-0.421297563493909	0.125158744386301	-3.36610570487652	0.000762374877708583	0.0460400048099134	943.355569349831	-0.254608619511433	0.113219205360569	-2.24881122156424	0.0245245091317968	0.0917617568016919
sdhd	321.743785269658	-0.710026456974967	0.19642431543414	-3.6147584651404	0.000300627765138035	0.0232756581898389	321.743785269658	-0.594525404638342	0.179918806892922	-3.30440944393419	0.000951767181408897	0.00747876385038897
sephs1	458.30629018579	0.686281078265097	0.198750648839158	3.45297528472714	0.000554439799127142	0.0371025119632109	458.30629018579	0.501530960771369	0.168224634748834	2.98131698440109	0.00287011541342949	0.0176410116989551
slc27a2	95.4001182718762	1.85490357190532	0.347600238023801	5.33631272075916	9.48557484104791e-08	4.69725666128693e-05	95.4001182718762	2.29721065648946	0.363912417352009	6.3125371571682	2.74497526140916e-10	1.54023611890181e-08
slc35a1	326.275743574354	0.908983475852484	0.27887084619184	3.25951417390967	0.00111603203889995	0.0600716375720929	326.275743574354	0.950710474661837	0.258560837012143	3.67693145508029	0.000236056437409936	0.00241919963399785
smcr7l	2196.06358360937	-0.394295878444608	0.126816762070104	-3.10917793522154	0.00187608696457619	0.0866640172442285	2196.06358360937	-1.06868382276424	0.119334887600691	-8.95533438922054	3.38707458729398e-19	1.17832561475749e-16
smn2	729.232025059924	1.08408520351889	0.2136292316881	5.07461078688738	3.88289952366782e-07	0.000160234320343359	729.232025059924	1.43945957463264	0.208496836074087	6.90398761792791	5.05627090275527e-12	4.10134305609501e-10
snai1	6113.17279849616	-1.17851282484649	0.155481133176357	-7.57978026510611	3.46140696814418e-14	4.76135758506944e-11	6113.17279849616	-1.05831249146038	0.144632575962031	-7.31724844434917	2.5310699663599e-13	2.75503561803602e-11
sox21	696.73910302338	0.816473319526086	0.215776721491017	3.78388045700323	0.000154402005886137	0.0147038217913106	696.73910302338	1.25193904896203	0.19811131948117	6.31937161511369	2.62629030881081e-10	1.49507544670666e-08
sppl3	2204.95082405605	0.483344734936384	0.116370075741364	4.1535139670325	3.27408218705507e-05	0.00509159835383559	2204.95082405605	-0.267034220879669	0.10828797790884	-2.46596368347062	0.0136645187677563	0.0588333446945062
stard3	818.851408945777	-0.556930137361756	0.171063389565349	-3.25569450469119	0.0011311538868272	0.0606220135018215	818.851408945777	-0.541633524837869	0.158071000260289	-3.42652051259234	0.00061136758320745	0.0052616599863181
stim1	890.235490069984	-0.562487064487605	0.18401609823642	-3.05672748133662	0.00223767615683986	0.0955256235230258	890.235490069984	1.27468579357334	0.171170242581815	7.4468889822603	9.55669725579672e-14	1.16882887140233e-11
tdgf1	1593.78071074275	-1.13492395759284	0.351116581479965	-3.23232800003096	0.00122786029217708	0.0630743170836192	1593.78071074275	-3.61262039515208	0.46286889662964	-7.8048458677116	5.95743085256181e-15	8.63551666637547e-13
tfap4	2661.95905750059	-0.65804488486463	0.214144985460725	-3.07289420505864	0.00211993629724554	0.0927378493282679	2661.95905750059	-0.763102422355827	0.199894625528859	-3.81752345935713	0.000134797973276875	0.0015181742961507
tgds	135.844251045503	0.943437804985762	0.255457133651798	3.69313548421678	0.000221505933400301	0.0182816230366381	135.844251045503	1.01176715961843	0.372333999087575	2.71736441500863	0.00658041105243823	0.033809102404306
tia1	2829.43689812169	0.553619052635929	0.120397538753835	4.59825888773242	4.26036390107016e-06	0.000930245168992822	2829.43689812169	-0.321526127541463	0.112203794500818	-2.86555485018931	0.00416279150823122	0.0237321562495848
timp3	174.566317707696	-0.836996351898164	0.246750646163586	-3.39207359701611	0.000693658054783349	0.0435913031381618	174.566317707696	1.05687272437009	0.254376852437489	4.15475195263611	3.25640614136864e-05	0.000464289964873644
tmeff1	436.77122482402	1.00659593033365	0.302297919206492	3.3298142870976	0.000869039259309571	0.0505103569495422	436.77122482402	0.591848288925687	0.225121580229447	2.62901623346135	0.00856322730462984	0.0415810556619045
tnik	433.302039603016	-0.948119842109942	0.223154009355314	-4.24872421001547	2.14991401235163e-05	0.00369665770457128	433.302039603016	-1.43210589485953	0.214888631048942	-6.66440978226233	2.65731075536992e-11	1.89091817615073e-09
ttl	359.117606156841	-0.635482965883285	0.187975550679813	-3.38066819639609	0.000723098037811477	0.0445370831249059	359.117606156841	0.790181627076394	0.185194737946014	4.26676068575308	1.9833171277254e-05	0.000304102151170823
ubr4	1746.82692986401	0.842772092393743	0.214262667971433	3.93335946188305	8.37668236630652e-05	0.00987821462357162	1746.82692986401	0.568350560190411	0.199395760743046	2.85036431101875	0.00436691785945541	0.0246534796573294
uchl5	240.947770165091	0.884479449539109	0.269819096053592	3.2780461519426	0.00104528303803724	0.0570070661273176	240.947770165091	1.1136150415558	0.268364748244073	4.14963235239445	3.3300969715916e-05	0.000473502889103238
wdr47	165.220374877705	-1.01678712193526	0.258227968211194	-3.93755614071854	8.23156771188326e-05	0.00987821462357162	165.220374877705	0.653755723796331	0.243014073283708	2.6901969707454	0.00714098564283908	0.0360516627761039
wnt8a	1047.0001449484	0.905534274986689	0.291947793232384	3.10169933110576	0.0019241328104011	0.0872575389449167	1047.0001449484	-0.800448240679944	0.276068683823714	-2.89945324327723	0.00373814093786342	0.0216984042944945
Xetro.A00137	57.0243155198151	-5.03673344144691	1.08062569134713	-4.66094178750092	3.14765747998445e-06	0.000779359992044149	57.0243155198151	-7.30383914058352	0.850184188877501	-8.59089034603993	8.62979632855339e-18	2.2147452708771e-15
Xetro.A01198	2327.81405319116	0.578613948748055	0.149169293763684	3.87890787808316	0.000104926478101465	0.0112955634686621	2327.81405319116	0.722009500374219	0.140866575900189	5.12548484805793	2.96773033788868e-07	8.05196160132535e-06
Xetro.A03025	987.858947926506	-1.34042344716799	0.336869919001624	-3.97905355022669	6.91901567701864e-05	0.00874055245729497	987.858947926506	-1.64777233276489	0.315086369571666	-5.22958938212688	1.698869496141e-07	4.85324853322762e-06
