baseMean.st10	log2FoldChange.st10	lfcSE.st10	stat.st10	pvalue.st10	padj.st10	baseMean.st15	log2FoldChange.st15	lfcSE.st15	stat.st15	pvalue.st15	padj.st15
cpsf7	2735.61449383707	0.48359447505932	0.128847233497008	3.75323910288342	0.000174564203574545	0.0168454456449436	2735.61449383707	0.710345675627927	0.12109811269723	5.86586908587038	4.46786218671182e-09	1.90424610135258e-07
cse1l	790.6753325054	-0.567203507089586	0.170770992273907	-3.32142771753545	0.00089558176526738	0.0547085429727784	790.6753325054	-0.432882589176228	0.160619111013219	-2.69508769190363	0.0070370108428375	0.036014140385148
ctdsp2	3426.94076441597	-0.512233860324222	0.0900294801252055	-5.68962366118132	1.27319659124041e-08	9.97362294444029e-06	3426.94076441597	-0.729139067304031	0.0841809753278925	-8.66156592346392	4.65327293063818e-18	1.29434460202225e-15
cyb5r4	217.158314056358	-0.701550651724613	0.203498227077763	-3.44745338472423	0.000565898052698127	0.0402691646847693	217.158314056358	-1.04985037059004	0.238695779070501	-4.39827790285287	1.09113207809811e-05	0.000184630726768896
cygb	1925.54928276904	-1.57524002020488	0.381829455367331	-4.12550681478842	3.69919227925076e-05	0.00586454090271219	1925.54928276904	0.584829951494074	0.192195458174075	3.04289163256076	0.00234316697663957	0.0152445270474437
dars	414.447874300362	-0.86053505602508	0.24183316601605	-3.55838312089901	0.000373144768466183	0.0292304051862597	414.447874300362	-0.75585990330363	0.225196994333766	-3.35643868400555	0.000789532257493	0.00655737765455816
dbf4b	1058.75475302706	0.475451216097066	0.116708032658771	4.07385169011615	4.62419353523045e-05	0.00708552653403693	1058.75475302706	0.281314199284519	0.109305948815187	2.57364034010776	0.0100634824484972	0.0473883321119462
dbn1	1538.92337333712	-0.489706433623669	0.10991569056952	-4.45529142460271	8.37793120806081e-06	0.00166520761041412	1538.92337333712	-0.39577024903128	0.1024450187229	-3.86324541656618	0.000111890495547361	0.00131799688477222
degs1	1577.50426667784	1.43350598620683	0.187379649068532	7.65027575477279	2.00548780880762e-14	3.8152973071273e-11	1577.50426667784	0.973226739076344	0.174850598031309	5.56604752877125	2.60582196098441e-08	9.07168273973685e-07
dmrta2	181.589533561799	1.48383465131469	0.384596628754691	3.85815823742213	0.000114244677033917	0.0126162773953237	181.589533561799	-1.50156274752837	0.26872879700484	-5.58765106034141	2.30161524978362e-08	8.14556021993736e-07
emb	311.005431477423	-1.45838319556136	0.415732334872495	-3.50798596411474	0.000451512871078822	0.0343588394523239	311.005431477423	-0.772942399899555	0.240013821998702	-3.22040786427598	0.00128008332642214	0.00953746294192814
enoph1	247.271502431971	0.721695119238416	0.226897540118616	3.180709314262	0.00146914963813513	0.0776375624247837	247.271502431971	0.84873314656471	0.217602058585777	3.9003911639473	9.60373928070918e-05	0.00116590571436175
erbb3	343.404499062837	-1.08528112460106	0.304938198225033	-3.55901992901577	0.000372241288232607	0.0292304051862597	343.404499062837	-0.675358210104438	0.245848267468741	-2.74705295692315	0.00601334241074669	0.0317467471635181
etv6	722.808097554627	-0.761224107427716	0.210091124343039	-3.62330445804451	0.000290863113528827	0.0243611577538578	722.808097554627	0.655408496733433	0.196985569977558	3.32719039677933	0.000877264116784843	0.00711832615218205
fam195b	1141.0579246905	0.58343823924706	0.176110644771978	3.31290729190434	0.000923315800149326	0.0551381009443434	1141.0579246905	0.739606556881978	0.164780362893731	4.48843869435436	7.17470645114187e-06	0.000130025010221551
fancd2	71.4159790029108	1.24025797358476	0.324834223430047	3.81812593663443	0.000134469281201963	0.0142121223632265	71.4159790029108	-0.911717879815166	0.320310657932596	-2.84635511568591	0.00442228480240449	0.0251670228076537
fez2	296.347913987073	-0.80465627433087	0.247290174856359	-3.25389504374066	0.00113834328782426	0.0647834083929732	296.347913987073	-0.865548323368886	0.264513919220856	-3.27222221771322	0.00106705671422472	0.008232693043325
fgfr4	5681.3907364349	0.848462538938771	0.225191240483752	3.76774219599359	0.000164730692232579	0.0161984015343894	5681.3907364349	1.86356793620162	0.210811938755082	8.83995445042932	9.57576337916852e-19	3.15153764115008e-16
flna	7066.87494499284	0.840217860186467	0.184419981216519	4.55600230866526	5.21363633880331e-06	0.0011571665853974	7066.87494499284	-0.90763825679928	0.172349444973521	-5.26626736128293	1.39225479938005e-07	4.11065174006904e-06
fos	77.3545648786828	1.29645782063817	0.251148733799226	5.16211171374882	2.44179488747228e-07	0.000116133508987387	77.3545648786828	1.80402973916214	0.263158437189997	6.85529887783781	7.11635771528966e-12	5.61342545153819e-10
foxh1	2178.3139361838	0.89314897791291	0.193384072869241	4.61852398008405	3.86479322348706e-06	0.000949902431579322	2178.3139361838	0.676017923809456	0.182544350017742	3.70330784679861	0.000212806383136043	0.00224636831199865
foxn3	1921.91205391371	0.63441980159219	0.169126786375302	3.75114915377377	0.000176025940837596	0.0168642982311818	1921.91205391371	0.348844060878665	0.157937679008891	2.20874501301888	0.0271923816196172	0.0992027635938865
fscn1	3606.24904928118	-1.0704206194058	0.211281557304374	-5.0663230291499	4.05573448127099e-07	0.000174226503506728	3606.24904928118	-0.760732877026214	0.198945868021375	-3.82381843157698	0.000131400695711226	0.00150640493890202
galnt5	317.930837734294	-1.26701458894228	0.399689503218643	-3.16999715714122	0.00152440429055537	0.0789902410012677	317.930837734294	-0.883375640231563	0.30073554877687	-2.93738350462513	0.00330994503036447	0.019931324897998
gata2	4319.36013637182	0.603143425843595	0.175016041257633	3.44621796670476	0.000568491624295008	0.0402691646847693	4319.36013637182	0.916549313187117	0.163027329222924	5.62205930475514	1.88694459882464e-08	6.79943332144652e-07
golph3	993.222143404022	0.618534126757832	0.182002570350814	3.39849116177642	0.000677586522919068	0.0458041610442296	993.222143404022	0.715799128480853	0.170970931035707	4.18667152447898	2.83075029981538e-05	0.000416340872018301
got2	960.229569865792	0.999946427162565	0.221098487926244	4.52262897200879	6.10762479333626e-06	0.00131185869956224	960.229569865792	1.98356257804988	0.211681070751099	9.37052411446944	7.21732374491999e-21	3.26944765644875e-18
gpbp1	579.779816273554	0.990633442694909	0.231675871447492	4.2759456843974	1.9032762653583e-05	0.00356984929940513	579.779816273554	1.83983096483161	0.228847285925854	8.03955772247047	9.01633065236037e-16	1.6431485344043e-13
gpi	521.08971402595	0.587146889052429	0.177065713447062	3.31598296260766	0.000913213959964388	0.0550283724201165	521.08971402595	1.43694023706052	0.205973409525534	6.97633854957564	3.02972140487581e-12	2.65393551791745e-10
gtf3a	568.293763369153	0.740737952937213	0.221937978967235	3.33758988157034	0.000845083841180587	0.0530816504943108	568.293763369153	0.837205059305045	0.204605081107668	4.09180971837394	4.28019801152178e-05	0.000596856107939119
has-rs	1322.95471640358	-1.70571496695911	0.41025322828062	-4.15771247945517	3.21450243960162e-05	0.00541097655831521	1322.95471640358	1.88440854340671	0.38277780281646	4.92298281023959	8.5234942300396e-07	2.06006099111704e-05
hdac3	457.022414792808	-0.746651458373962	0.204186556217436	-3.6567121372029	0.000255470998361166	0.0218083800331773	457.022414792808	-0.550824067487054	0.189100062975859	-2.91287088337657	0.00358122643705656	0.0211708967783489
hmg20a	645.880266315889	-1.7782178016991	0.227087981201941	-7.83052362475229	4.85842229718537e-15	1.07832682886029e-11	645.880266315889	-0.722106242302796	0.215129146588227	-3.35661742611269	0.000789022075417613	0.00655657495060076
ifrd1	923.700315518751	2.14906648144669	0.44456883741077	4.83404661011139	1.33785240401053e-06	0.000445404511605207	923.700315518751	1.45024502114072	0.415484849093195	3.49048833984178	0.000482138651770678	0.00438571906128749
ikbip	386.315413391716	-0.562092083680077	0.161537942499812	-3.47962884125957	0.000502108871378296	0.0368901910971469	386.315413391716	-0.711209975321185	0.154657127173209	-4.59862399050424	4.25290572354851e-06	8.43927662664101e-05
jph1	341.902946475123	1.30686894909918	0.197385670644987	6.62089068993097	3.57040929527325e-11	4.32246732592308e-08	341.902946475123	-1.1190265296193	0.208148642873529	-5.37609332528402	7.61193478871942e-08	2.38512304496337e-06
kcnk5	552.914156326861	-1.11452890678877	0.235357303776593	-4.73547618410307	2.18541368456466e-06	0.000632677261681468	552.914156326861	-0.642904388294865	0.22155072968476	-2.90183827970073	0.00370980000465255	0.0218009188561031
kiaa1324	831.89336480371	-0.909203036801248	0.280340624053321	-3.24320829302398	0.0011819177015708	0.0653095354017359	831.89336480371	-0.772329387260863	0.225975715267297	-3.4177539225722	0.000631401658020443	0.00545849143288665
klf10	546.355559415169	0.87433760735333	0.274308883735252	3.18741994589279	0.00143548188941197	0.0764652492851967	546.355559415169	1.19846917469185	0.246213328709389	4.86760477580167	1.12958946951908e-06	2.64935518331731e-05
lmnb3	1502.21928936845	0.786532687191305	0.23124586729828	3.40128321591482	0.000670703014387448	0.045570163482641	1502.21928936845	-0.50945194741633	0.217890750731675	-2.33810726570814	0.0193816844056238	0.0775414096016062
lonrf3	2131.39261609568	4.07259201478928	0.504483844037446	8.07278976903566	6.87098561857936e-16	1.83001830965243e-12	2131.39261609568	2.74632332445915	0.469754831813514	5.84629074246415	5.02655187945179e-09	2.10835926054783e-07
lpin2	536.435376402897	-0.97579455864495	0.273722898590745	-3.56489926005023	0.000363995969039836	0.0290259540102006	536.435376402897	-0.767897075893837	0.215420674737122	-3.56463963744845	0.000364356436753464	0.00348244685474012
mat2a	4265.7459182409	-0.594928121327693	0.162242240844747	-3.66691262540556	0.000245496632905538	0.0210921203896971	4265.7459182409	-0.482152944069648	0.151941133859926	-3.17328778468998	0.00150723043291584	0.0108180799066911
mcoln1	1431.60513942962	-0.528848322791109	0.15955983271298	-3.31442013819616	0.000918334085654497	0.0550876352191934	1431.60513942962	-0.81798959279809	0.157040591715536	-5.20877808636764	1.90088294086167e-07	5.43036018511024e-06
micu1	274.820651099395	-1.11811694049991	0.20913641605645	-5.34635221155414	8.97444934878552e-08	5.05277600640713e-05	274.820651099395	-0.499622174111378	0.192355751397351	-2.59738619969467	0.00939362412722738	0.04499574336471
mov10l1	379.705811311695	0.728743840655699	0.229635862199114	3.17347575277164	0.00150625482558095	0.0786619431853394	379.705811311695	1.68910600719478	0.310344230993047	5.44268537484953	5.24832973178327e-08	1.71926173341785e-06
ndor1	202.831210522936	-0.812254282945656	0.210207590828708	-3.86405780944198	0.000111518810638429	0.0124797983300165	202.831210522936	-0.596951346710893	0.254127385655362	-2.34902407377871	0.0188226897929662	0.075879416899944
ndufab1	961.41076000594	0.815573067805229	0.256926507848385	3.17434380218373	0.00150175694666404	0.0786619431853394	961.41076000594	0.911762621194239	0.239426903482987	3.80810430210916	0.000140036208989729	0.00158477808246407
ngfr	7088.79827373811	-0.700393444998655	0.152444517489011	-4.59441544068084	4.33964054546924e-06	0.000983692047203693	7088.79827373811	0.537856999509951	0.140675550236271	3.82338649898007	0.000131631199125867	0.00150686834811597
nin	874.330416389261	0.76902716931654	0.211355273970372	3.63855206861005	0.000274175199848146	0.0231088046606187	874.330416389261	0.486780088392219	0.20829506033028	2.33697375069944	0.0194405489992773	0.0776984886270586
nr2e1	59.3746731600235	-1.79254286222612	0.515423241133572	-3.47780759417012	0.000505532656575724	0.0368901910971469	59.3746731600235	-1.09296009654076	0.319518757576939	-3.42064454941298	0.000624729259995737	0.00541557267207896
nup35	3222.0938674356	0.812501996407116	0.219436581105659	3.70267342078163	0.000213339433015578	0.0193268110848194	3222.0938674356	0.744656196872641	0.207288004902813	3.59237476004351	0.000327678149138424	0.00319320040232927
pcolce2	485.630305212503	-0.932477398846659	0.281159785191677	-3.31653902143564	0.000911398589813298	0.0550283724201165	485.630305212503	0.671721716414862	0.179802689151297	3.73588248087677	0.000187058018463864	0.0020148130996906
pcyox1	583.088772428575	-0.574512902513937	0.143842670659205	-3.99403667827529	6.49578083468649e-05	0.00887293341554905	583.088772428575	0.696034722038458	0.154604035354059	4.50204757233191	6.73019119574943e-06	0.000123934008604654
poll	329.144209599875	0.655101636748492	0.198053850108116	3.30769453050711	0.000940673546347901	0.0559238822174777	329.144209599875	0.759371765053051	0.178085202892214	4.26409242722237	2.00716353058369e-05	0.000310777126732466
polrmt	416.205654601018	-0.647662600681608	0.194126093672669	-3.33629852859288	0.000849019415430517	0.0530816504943108	416.205654601018	-0.956612604682247	0.178232081856573	-5.36723015698179	7.99550010729649e-08	2.48079558123651e-06
pqlc3	162.510250324279	-0.771205250859414	0.206409599608929	-3.73628577508297	0.000186758412533926	0.0173920404175824	162.510250324279	0.695216680437138	0.204278032817127	3.40328654456696	0.000665804144149645	0.00569688327333655
prmt3	376.52954541252	-1.2383838745773	0.26769719932061	-4.62606212437113	3.72683554935192e-06	0.000936420170013577	376.52954541252	-1.44028139104787	0.253139423493983	-5.68967634976898	1.27280381908684e-08	4.86272398834261e-07
prpsap1	214.697672906436	-1.09095527781208	0.355355449675199	-3.07003953030474	0.00214030440527059	0.0989667839062099	214.697672906436	-0.633079173025262	0.267072103151456	-2.37044290869363	0.0177667875954373	0.0726198549434539
ptma	13841.5795831557	-0.620102663307242	0.154463098049847	-4.01456834115244	5.95546864784388e-05	0.00832202526495091	13841.5795831557	-0.377983716582098	0.144246825744103	-2.62039538570263	0.00878278725041737	0.0427938204841326
rab4b	343.171814970356	-0.751613454418471	0.18824192692804	-3.9928057828785	6.52960482634082e-05	0.00887293341554905	343.171814970356	-0.400353443690254	0.177500037690259	-2.2555118798841	0.0241012174495465	0.0915268988413317
rad51ap1	535.426331074804	0.642928445587164	0.172279722226588	3.73188694106183	0.000190050801423764	0.0175155696476587	535.426331074804	0.414007545598742	0.160399272901079	2.58110612417842	0.0098484301815199	0.0466946353253582
rasl11a	70.0448641334994	2.55320745405041	0.799681958324627	3.19277861338713	0.00140910934350222	0.0756657626105607	70.0448641334994	2.63196125003814	0.353574819484667	7.44385941814016	9.77855603062219e-14	1.2018527586474e-11
rbm23	267.894368741314	-1.22990133903564	0.270272774383732	-4.5505927921894	5.34949888518264e-06	0.0011678569943275	267.894368741314	-2.99775733755095	0.281434486311464	-10.6517057551836	1.71198884043862e-26	1.35717915325772e-23
rfc2	434.484771619101	-0.856507732407368	0.278618799659796	-3.07412038761633	0.00211124217983967	0.0983056367444924	434.484771619101	-0.895599127935742	0.266249736397866	-3.36375592348913	0.000768895102850233	0.00640611237818731
rhou	1137.66873210635	-0.638304918580011	0.150522294860467	-4.24060049822995	2.2292259631616e-05	0.00401170299343554	1137.66873210635	0.536135890517693	0.140521999306574	3.81531641425068	0.000136008542495315	0.00154914902389599
rpn2	1789.19444400656	-3.69537014781104	0.164089621741421	-22.5204379691626	2.61768555443868e-112	3.48597185284599e-108	1789.19444400656	-0.96549225996997	0.136247856596576	-7.08629320187217	1.37751805708097e-12	1.28473816441287e-10
rrm2.2	9204.97451935249	1.02896365563168	0.285455477954692	3.60463797368429	0.000312588352685138	0.0256959203253579	9204.97451935249	1.1278952519722	0.267327711501444	4.21914827175001	2.45226967410478e-05	0.000370999386287513
rufy3	517.742230193307	-0.783684645733566	0.252409297594338	-3.10481687165531	0.0019039686577857	0.0925063600840885	517.742230193307	-0.751739815813055	0.236554817920413	-3.17786728007363	0.00148362647641975	0.0106873683705748
sdad1	943.355569349831	0.421297563493895	0.125158744387098	3.36610570485497	0.00076237487776812	0.0490461171364157	943.355569349831	0.254608619511426	0.113219205361344	2.24881122154878	0.0245245091327807	0.0927124683596179
sdhd	321.743785269658	0.710026456974961	0.196424315434596	3.61475846513199	0.000300627765147795	0.0248818021552312	321.743785269658	0.594525404638336	0.179918806893356	3.30440944392618	0.000951767181436102	0.00755913720766909
sephs1	458.30629018579	-0.686281078265094	0.198750648839513	-3.45297528472097	0.00055443979913981	0.0396961011029293	458.30629018579	-0.501530960771362	0.168224634749205	-2.98131698439447	0.00287011541349153	0.0178174157716947
slc27a2	95.4001182718762	-1.8549035719053	0.347600238023979	-5.33631272075637	9.48557484119383e-08	5.05277600640713e-05	95.4001182718762	-2.29721065648943	0.363912417352157	-6.31253715716556	2.74497526145607e-10	1.55991336094574e-08
slc35a1	326.275743574354	-0.908983475852504	0.278870846191434	-3.25951417391448	0.00111603203888103	0.0640612011283563	326.275743574354	-0.950710474661848	0.25856083701176	-3.67693145508578	0.000236056437404855	0.00245010604894855
smcr7l	2196.06358360937	0.394295878444605	0.126816762070651	3.10917793520811	0.00187608696466149	0.0918523901044008	2196.06358360937	1.06868382276423	0.119334887601201	8.95533438918219	3.3870745884716e-19	1.19337928000483e-16
smn2	729.232025059924	-1.0840852035189	0.213629231687919	-5.07461078689169	3.88289952357987e-07	0.00017236190985171	729.232025059924	-1.43945957463265	0.208496836073926	-6.90398761793326	5.0562709025646e-12	4.15373964560424e-10
snai1	6113.17279849616	1.17851282484648	0.155481133176516	7.57978026509835	3.46140696835097e-14	5.12172851083665e-11	6113.17279849616	1.05831249146038	0.144632575962177	7.31724844434179	2.53106996649906e-13	2.7902324949297e-11
sox21	696.73910302338	-0.816473319526091	0.2157767214909	-3.7838804570053	0.000154402005884852	0.0156959657432715	696.73910302338	-1.25193904896202	0.198111319481057	-6.31937161511729	2.62629030874968e-10	1.51417573982641e-08
sppl3	2204.95082405605	-0.483344734936392	0.116370075742038	-4.15351396700848	3.27408218739882e-05	0.00541097655831521	2204.95082405605	0.26703422087967	0.108287977909476	2.46596368345615	0.0136645187683084	0.0594215428062341
stard3	818.851408945777	0.556930137361753	0.171063389565624	3.25569450468595	0.0011311538868481	0.0646505421079663	818.851408945777	0.541633524837864	0.158071000260555	3.42652051258654	0.000611367583220503	0.00532302747499235
tdgf1	1593.78071074275	1.13492395759299	0.351116581477481	3.23232800005425	0.00122786029207698	0.0672897757596262	1593.78071074275	3.6126203951523	0.46286889662807	7.80484586773857	5.95743085128785e-15	8.74583945807119e-13
tfap4	2661.95905750059	0.658044884864653	0.214144985460339	3.0728942050643	0.00211993629720537	0.0983665214978531	2661.95905750059	0.763102422355839	0.199894625528498	3.81752345936408	0.000134797973273078	0.00153756968794579
tgds	135.844251045503	-0.943437804985742	0.255457133652402	-3.69313548420796	0.000221505933407984	0.0195350630145306	135.844251045503	-1.01176715961842	0.372333999087924	-2.71736441500605	0.00658041105248964	0.0341513640711042
tia1	2829.43689812169	-0.553619052635913	0.120397538754437	-4.59825888770929	4.26036390154288e-06	0.000983692047203693	2829.43689812169	0.321526127541462	0.112203794501387	2.86555485017477	0.0041627915084223	0.0239742315169036
timp3	174.566317707696	0.836996351898146	0.246750646163983	3.39207359701058	0.000693658054797358	0.0464193181695297	174.566317707696	-1.05687272437009	0.254376852437825	-4.15475195263065	3.2564061414465e-05	0.000470221487911058
tmeff1	436.77122482402	-1.00659593033369	0.302297919206185	-3.32981428710111	0.000869039259298629	0.0538278875166504	436.77122482402	-0.591848288925685	0.225121580229078	-2.62901623346565	0.00856322730452157	0.0420080349360116
tnik	433.302039603016	0.948119842109946	0.223154009355253	4.24872421001666	2.14991401234019e-05	0.00392197327429238	433.302039603016	1.43210589485953	0.214888631048885	6.66440978226412	2.65731075533757e-11	1.91507554663078e-09
ttl	359.117606156841	0.635482965883274	0.187975550680234	3.38066819638845	0.000723098037831572	0.047435943693611	359.117606156841	-0.790181627076379	0.185194737946387	-4.26676068574438	1.98331712780263e-05	0.000307987199425179
ubr4	1746.82692986401	-0.842772092393747	0.214262667971111	-3.93335946188897	8.37668236610013e-05	0.0105256190245831	1746.82692986401	-0.568350560190412	0.199395760742743	-2.85036431102308	0.00436691785939593	0.0249055693024181
uchl5	240.947770165091	-0.884479449539122	0.269819096053409	-3.27804615194487	0.00104528303802884	0.0607861756219656	240.947770165091	-1.11361504155581	0.268364748243914	-4.14963235239696	3.33009697155511e-05	0.000479552111571356
wdr47	165.220374877705	1.01678712193524	0.258227968211542	3.93755614071316	8.23156771206772e-05	0.0105256190245831	165.220374877705	-0.653755723796322	0.243014073284035	-2.69019697074174	0.0071409856429173	0.0364182873828781
wnt8a	1047.0001449484	-0.905534274986735	0.291947793231375	-3.10169933111664	0.0019241328103304	0.0925063600840885	1047.0001449484	0.800448240679971	0.276068683822779	2.89945324328715	0.00373814093774514	0.0219187221035315
Xetro.A00137	57.0243155198151	5.03673344144845	1.080625691346	4.6609417875072	3.14765747988837e-06	0.00083834709319347	57.0243155198151	7.30383914058555	0.850184188875794	8.59089034605958	8.62979632707801e-18	2.2430396846856e-15
Xetro.A01198	2327.81405319116	-0.578613948748051	0.149169293763974	-3.87890787807558	0.000104926478104734	0.0120457405941443	2327.81405319116	-0.722009500374217	0.140866575900459	-5.12548484804809	2.96773033804373e-07	8.15482920445118e-06
Xetro.A03025	987.858947926506	1.34042344716809	0.33686991900025	3.97905355024321	6.91901567653808e-05	0.00930712442065228	987.858947926506	1.64777233276499	0.315086369570374	5.22958938214865	1.69886949594095e-07	4.91525106900435e-06
Xetro.D00695	406.806330004494	0.750218132044986	0.18977354535494	3.95322820492091	7.71038365643287e-05	0.00998357203288283	406.806330004494	0.548039502029194	0.17010449552839	3.22178141340026	0.00127396286604425	0.00950079080015599
Xetro.D01070	1458.65052333994	-1.64066837709237	0.468622345914072	-3.50104597315384	0.000463435890672028	0.0348676596388666	1458.65052333994	1.68231715330344	0.431871642629223	3.89541008773241	9.80327237649341e-05	0.00118288343629607
Xetro.D01520	59.144077244794	-1.95625844435879	0.569055591508828	-3.43772818253459	0.000586616235635527	0.040777659096174	59.144077244794	-2.02653939072149	0.580157299873791	-3.49308608400229	0.000477472561384623	0.00435827717947795
