baseMean.st10	log2FoldChange.st10	lfcSE.st10	stat.st10	pvalue.st10	padj.st10	baseMean.st15	log2FoldChange.st15	lfcSE.st15	stat.st15	pvalue.st15	padj.st15
Xetro.D02419	1694.78149424586	1.13636812831033	0.370308007711544	3.06871065341779	0.00214984701455799	0.0990640577607915	1694.78149424586	1.55036465166926	0.346835499274009	4.47002874536909	7.8209085268778e-06	0.000139955422904794
Xetro.E01322	384.323975725928	2.32830233856404	0.495675827396377	4.69722792574706	2.63716117809716e-06	0.000747214370398296	384.323975725928	4.03330475550257	0.454067777352528	8.88260510142124	6.53124899641021e-19	2.20325431570391e-16
Xetro.F01743	24.8862405498168	2.05165384828481	0.441217356514299	4.64998445322564	3.31960051324728e-06	0.000866806275194394	24.8862405498168	3.51073102343716	0.499587549133111	7.02725884487916	2.10630409020192e-12	1.91927881322709e-10
Xetro.G01392	184.751157845223	-1.31528854149841	0.336692337950968	-3.90649977217467	9.36427316015547e-05	0.0112878523899152	184.751157845223	-2.15368634359509	0.297416020269019	-7.24132594352865	4.44319132435124e-13	4.54495473855412e-11
Xetro.I00996	379.121129732429	0.721566340130777	0.222055019065309	3.2494934956573	0.00115610722070019	0.0650862967393882	379.121129732429	3.99362746159088	0.342184796483667	11.6709669822561	1.79372713920732e-31	2.585413072012e-28
Xetro.J00595	71.7718825956465	-1.74616038846389	0.569817368915387	-3.06442113512194	0.00218091666953302	0.0994632441375726	71.7718825956465	-1.27294089679602	0.400039846455229	-3.18203525992626	0.00146244012967343	0.0105683629243264
Xetro.K00823	95.7575185445351	1.14170807029255	0.28354773147231	4.02651103701049	5.66105833919212e-05	0.00805068125956683	95.7575185445351	0.941136915107021	0.317235207733504	2.96668494594595	0.00301029250644485	0.0185280231714608
Xetro.K02408	85.3940542949798	-1.26810378359432	0.326563341326431	-3.88317861534473	0.000103099775023975	0.0120436816139848	85.3940542949798	-1.19428142848297	0.310325507924843	-3.84847973493756	0.000118853126956134	0.00138866346933641
Xetro.K03335	326.352147244847	0.668634317151545	0.216550559192186	3.08765915750021	0.00201739710350568	0.0949741578655937	326.352147244847	0.783828007762676	0.193963661102258	4.04110751110972	5.31993604437514e-05	0.000713600558236615
Xetro.K03754	163.379776114264	-0.684786883879902	0.216330917458163	-3.16546008275648	0.00154837905429246	0.079882126287353	163.379776114264	-0.895132732290034	0.219121323361154	-4.08510097766563	4.40576523701059e-05	0.000610606711825201
zc3h6	755.126972398107	-0.964035239682555	0.246730120014012	-3.9072458588672	9.33541498359499e-05	0.0112878523899152	755.126972398107	1.02108972070858	0.229654233601166	4.44620464729546	8.74006914810656e-06	0.000153970884825811
zfyve21	367.348041498845	-1.37145342554425	0.208146122120291	-6.58889731681701	4.43105093736957e-11	4.91735877774589e-08	367.348041498845	-1.00543352295294	0.212920958151539	-4.72209749421359	2.33424732263493e-06	4.96105781506391e-05
znf329	343.411858507897	1.04390504688029	0.324966754303347	3.2123441338428	0.00131656566407795	0.0715620610143921	343.411858507897	1.04327967472246	0.284928416964133	3.66155010384166	0.000250693819161258	0.00258100682000114
znf385b	34.4483400554396	1.46176228058478	0.398051841104805	3.67229121846947	0.000240385522671605	0.0209229673556717	34.4483400554396	-1.39384155674653	0.354061469535016	-3.93672194429132	8.26022237618216e-05	0.00102879674606731
